,venue,inning,Date,bat_team,bowl_team,batsmen,bowlers,run,batsman1,batsman2,bowler1,bowler2
852,9,1,2014,3,0,"['Q de Kock', 'M Vijay', 'KP Pietersen', 'KD Karthik', 'LR Shukla', 'JP Duminy', 'KM Jadhav']","['BW Hilfenhaus', 'IC Pandey', 'MM Sharma', 'RA Jadeja', 'R Ashwin', 'DR Smith']",51.0,92,72,33,78
853,9,2,2014,0,3,"['DR Smith', 'BB McCullum', 'SK Raina', 'MS Dhoni']","['Mohammed Shami', 'WD Parnell', 'JD Unadkat', 'S Nadeem', 'LR Shukla']",53.0,32,14,115,211
854,30,1,2014,10,7,"['AM Rahane', 'KK Nair', 'SV Samson', 'SR Watson', 'STR Binny', 'SPD Smith', 'JP Faulkner', 'R Bhatia']","['R Vinay Kumar', 'UT Yadav', 'Shakib Al Hasan', 'SP Narine', 'AD Russell', 'RN ten Doeschate']",52.0,11,61,136,206
855,30,2,2014,7,10,"['RV Uthappa', 'G Gambhir', 'AD Russell', 'Shakib Al Hasan', 'MK Pandey', 'YK Pathan', 'RN ten Doeschate', 'SA Yadav']","['SR Watson', 'TG Southee', 'PV Tambe', 'JP Faulkner', 'R Bhatia', 'R Tewatia']",50.0,106,36,166,201
856,40,1,2014,8,13,"['BR Dunk', 'CM Gautam', 'AT Rayudu', 'RG Sharma', 'CJ Anderson', 'KA Pollard']","['MA Starc', 'AB Dinda', 'HV Patel', 'VR Aaron', 'YS Chahal', 'Yuvraj Singh']",60.0,19,23,103,12
857,40,2,2014,13,8,"['CH Gayle', 'PA Patel', 'V Kohli', 'AB de Villiers', 'Yuvraj Singh', 'RR Rossouw', 'MA Starc', 'HV Patel', 'VR Aaron', 'AB Dinda']","['P Suyal', 'JJ Bumrah', 'Harbhajan Singh', 'SL Malinga', 'KA Pollard', 'RG Sharma']",67.0,24,92,126,90
858,9,1,2014,3,7,"['Q de Kock', 'M Vijay', 'KP Pietersen', 'KD Karthik', 'JP Duminy', 'LR Shukla', 'KM Jadhav']","['SA Yadav', 'JH Kallis', 'UT Yadav', 'Shakib Al Hasan', 'SP Narine', 'R Vinay Kumar']",29.0,92,72,156,89
859,9,2,2014,7,3,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'JH Kallis']","['Mohammed Shami', 'WD Parnell', 'LR Shukla', 'S Kaul', 'JP Duminy', 'S Nadeem']",63.0,106,36,115,211
860,1,1,2014,5,0,"['V Sehwag', 'Mandeep Singh', 'GJ Maxwell', 'DA Miller', 'GJ Bailey', 'MG Johnson']","['BW Hilfenhaus', 'IC Pandey', 'MM Sharma', 'DR Smith', 'RA Jadeja', 'R Ashwin']",42.0,135,86,33,78
861,1,2,2014,0,5,"['DR Smith', 'BB McCullum', 'SK Raina', 'RA Jadeja', 'F du Plessis', 'MS Dhoni', 'M Manhas', 'R Ashwin']","['Sandeep Sharma', 'MG Johnson', 'M Kartik', 'AR Patel', 'GJ Maxwell', 'R Dhawan']",47.0,32,14,171,125
862,30,1,2014,14,10,"['S Dhawan', 'AJ Finch', 'KL Rahul', 'NV Ojha', 'DA Warner', 'MC Henriques', 'IK Pathan', 'KV Sharma', 'DW Steyn', 'A Mishra', 'B Kumar']","['KW Richardson', 'DS Kulkarni', 'SR Watson', 'JP Faulkner', 'R Bhatia', 'PV Tambe']",52.0,110,6,92,65
863,30,2,2014,10,14,"['AM Rahane', 'SV Samson', 'KK Nair', 'SR Watson', 'STR Binny', 'SPD Smith', 'R Bhatia', 'JP Faulkner', 'KW Richardson', 'DS Kulkarni', 'PV Tambe']","['B Kumar', 'DW Steyn', 'KV Sharma', 'MC Henriques', 'A Mishra', 'IK Pathan']",39.0,11,132,27,67
864,15,1,2014,5,13,"['V Sehwag', 'Mandeep Singh', 'GJ Maxwell', 'DA Miller', 'GJ Bailey', 'WP Saha', 'MG Johnson', 'AR Patel', 'Shivam Sharma', 'L Balaji']","['MA Starc', 'JA Morkel', 'VR Aaron', 'HV Patel', 'YS Chahal', 'Yuvraj Singh']",75.0,135,86,103,84
865,15,2,2014,13,5,"['CH Gayle', 'PA Patel', 'V Kohli', 'S Rana', 'AB de Villiers', 'Yuvraj Singh', 'JA Morkel', 'MA Starc', 'HV Patel', 'VR Aaron', 'YS Chahal']","['Sandeep Sharma', 'MG Johnson', 'L Balaji', 'AR Patel', 'Shivam Sharma', 'GJ Maxwell']",34.0,24,92,171,125
866,40,1,2014,8,0,"['LMP Simmons', 'CM Gautam', 'AT Rayudu', 'RG Sharma', 'KA Pollard', 'AP Tare', 'CJ Anderson']","['S Badree', 'IC Pandey', 'RA Jadeja', 'MM Sharma', 'R Ashwin']",44.0,61,23,146,78
867,40,2,2014,0,8,"['DR Smith', 'BB McCullum', 'SK Raina', 'F du Plessis', 'MS Dhoni', 'RA Jadeja', 'M Manhas']","['P Kumar', 'SL Malinga', 'JJ Bumrah', 'Harbhajan Singh', 'KA Pollard', 'CJ Anderson']",40.0,32,14,124,184
868,9,1,2014,3,14,"['Q de Kock', 'KP Pietersen', 'MA Agarwal', 'KD Karthik', 'LR Shukla', 'KM Jadhav', 'JP Duminy', 'R Shukla']","['DW Steyn', 'B Kumar', 'KV Sharma', 'MC Henriques', 'A Mishra', 'IK Pathan']",54.0,92,63,55,32
869,9,2,2014,14,3,"['AJ Finch', 'S Dhawan', 'DA Warner', 'NV Ojha']","['Mohammed Shami', 'S Kaul', 'Imran Tahir', 'R Shukla', 'LR Shukla']",55.0,9,113,115,174
870,15,1,2014,13,10,"['V Kohli', 'CH Gayle', 'VH Zol', 'AB de Villiers', 'Yuvraj Singh', 'JA Morkel', 'PA Patel']","['KW Richardson', 'SR Watson', 'JP Faulkner', 'PV Tambe', 'R Tewatia', 'R Bhatia']",31.0,134,21,92,191
871,15,2,2014,10,13,"['AM Rahane', 'KK Nair', 'SR Watson', 'STR Binny', 'SV Samson', 'SPD Smith', 'JP Faulkner']","['JA Morkel', 'MA Starc', 'AB Dinda', 'VR Aaron', 'Yuvraj Singh', 'YS Chahal']",47.0,11,61,72,122
872,1,1,2014,5,7,"['V Sehwag', 'Mandeep Singh', 'WP Saha', 'GJ Maxwell', 'DA Miller', 'GJ Bailey', 'R Dhawan', 'MG Johnson', 'AR Patel']","['JH Kallis', 'M Morkel', 'UT Yadav', 'SP Narine', 'PP Chawla', 'RN ten Doeschate']",52.0,135,86,77,117
873,1,2,2014,7,5,"['RV Uthappa', 'G Gambhir', 'MK Pandey']","['Sandeep Sharma', 'MG Johnson', 'AR Patel', 'P Awana', 'R Dhawan', 'GJ Maxwell']",58.0,106,36,171,125
874,29,1,2014,14,8,"['AJ Finch', 'S Dhawan', 'KL Rahul', 'DA Warner', 'NV Ojha']","['CJ Anderson', 'JJ Bumrah', 'Harbhajan Singh', 'SL Malinga', 'PP Ojha', 'KA Pollard']",46.0,9,113,38,90
875,29,2,2014,8,14,"['LMP Simmons', 'CM Gautam', 'AT Rayudu', 'RG Sharma', 'KA Pollard']","['DW Steyn', 'B Kumar', 'IK Pathan', 'A Mishra', 'KV Sharma', 'MC Henriques']",38.0,61,23,55,32
876,13,1,2014,10,0,"['Ankit Sharma', 'SR Watson', 'AM Rahane', 'KK Nair', 'STR Binny', 'SPD Smith', 'JP Faulkner', 'DH Yagnik', 'R Bhatia']","['S Badree', 'IC Pandey', 'MM Sharma', 'R Ashwin', 'RA Jadeja', 'V Shankar']",48.0,14,128,146,78
877,13,2,2014,0,10,"['DR Smith', 'BB McCullum', 'SK Raina', 'F du Plessis', 'R Ashwin', 'MS Dhoni', 'RA Jadeja']","['Ankit Sharma', 'JP Faulkner', 'PV Tambe', 'KK Cooper', 'R Bhatia']",50.0,32,14,23,95
878,15,1,2014,13,3,"['CH Gayle', 'PA Patel', 'V Kohli', 'AB de Villiers', 'Yuvraj Singh', 'S Rana']","['JP Duminy', 'Mohammed Shami', 'S Kaul', 'R Shukla', 'Imran Tahir']",34.0,24,92,81,137
879,15,2,2014,3,13,"['M Vijay', 'Q de Kock', 'MA Agarwal', 'KP Pietersen', 'JP Duminy', 'KD Karthik', 'KM Jadhav', 'R Shukla', 'Mohammed Shami']","['M Muralitharan', 'MA Starc', 'AN Ahmed', 'YS Chahal', 'Yuvraj Singh']",53.0,64,95,99,122
880,1,1,2014,8,7,"['LMP Simmons', 'CM Gautam', 'AT Rayudu', 'RG Sharma', 'CJ Anderson', 'KA Pollard', 'AP Tare']","['M Morkel', 'UT Yadav', 'Shakib Al Hasan', 'SP Narine', 'PP Chawla', 'YK Pathan']",43.0,61,23,98,206
881,1,2,2014,7,8,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'YK Pathan', 'Shakib Al Hasan']","['SL Malinga', 'JJ Bumrah', 'Harbhajan Singh', 'PP Ojha', 'LMP Simmons', 'KA Pollard']",48.0,106,36,161,90
882,29,1,2014,14,5,"['AJ Finch', 'S Dhawan', 'NV Ojha', 'DA Warner', 'MC Henriques', 'IK Pathan', 'KV Sharma']","['Sandeep Sharma', 'MG Johnson', 'Shivam Sharma', 'AR Patel', 'R Dhawan']",61.0,9,113,171,125
883,29,2,2014,5,14,"['V Sehwag', 'WP Saha', 'M Vohra', 'GJ Maxwell', 'DA Miller', 'GJ Bailey']","['B Kumar', 'DW Steyn', 'MC Henriques', 'KV Sharma', 'A Mishra', 'IK Pathan']",87.0,135,147,27,67
884,30,1,2014,10,3,"['AM Rahane', 'KK Nair', 'KK Cooper', 'SV Samson', 'STR Binny', 'BCJ Cutting', 'JP Faulkner']","['JP Duminy', 'R Shukla', 'S Kaul', 'S Nadeem', 'Imran Tahir', 'MK Tiwary']",56.0,11,61,81,162
885,30,2,2014,3,10,"['KP Pietersen', 'MA Agarwal', 'KD Karthik', 'JP Duminy', 'MK Tiwary', 'LRPL Taylor', 'KM Jadhav', 'S Nadeem', 'Imran Tahir', 'R Shukla', 'S Kaul']","['DS Kulkarni', 'BCJ Cutting', 'JP Faulkner', 'KK Cooper', 'PV Tambe', 'R Bhatia', 'STR Binny']",37.0,57,74,53,39
886,29,1,2014,14,7,"['AJ Finch', 'S Dhawan', 'NV Ojha', 'DA Warner', 'KL Rahul', 'IK Pathan', 'DJG Sammy', 'KV Sharma', 'DW Steyn']","['M Morkel', 'UT Yadav', 'SP Narine', 'Shakib Al Hasan', 'RN ten Doeschate', 'PP Chawla']",46.0,9,113,98,206
887,29,2,2014,7,14,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'YK Pathan', 'RN ten Doeschate']","['B Kumar', 'DW Steyn', 'KV Sharma', 'DJG Sammy', 'A Mishra', 'IK Pathan']",30.0,106,36,27,67
888,13,1,2014,0,13,"['DR Smith', 'BB McCullum', 'DJ Hussey', 'SK Raina', 'MS Dhoni', 'RA Jadeja']","['M Muralitharan', 'MA Starc', 'VR Aaron', 'AN Ahmed', 'YS Chahal', 'S Rana']",40.0,32,14,99,122
889,13,2,2014,13,0,"['CH Gayle', 'PA Patel', 'V Kohli', 'AB de Villiers', 'Yuvraj Singh', 'S Rana', 'AN Ahmed']","['MM Sharma', 'R Ashwin', 'S Badree', 'SK Raina', 'RA Jadeja', 'DJ Hussey']",17.0,24,92,111,158
890,9,1,2014,3,5,"['M Vijay', 'KP Pietersen', 'KD Karthik', 'JP Duminy', 'KM Jadhav', 'MA Agarwal', 'MK Tiwary', 'WD Parnell', 'Mohammed Shami']","['Sandeep Sharma', 'BE Hendricks', 'AR Patel', 'R Dhawan', 'Shivam Sharma']",59.0,64,63,171,40
891,9,2,2014,5,3,"['V Sehwag', 'M Vohra', 'GJ Maxwell', 'DA Miller', 'WP Saha', 'AR Patel', 'GJ Bailey', 'R Dhawan']","['WD Parnell', 'Mohammed Shami', 'JD Unadkat', 'Imran Tahir', 'JP Duminy']",75.0,135,73,188,137
892,30,1,2014,8,10,"['MEK Hussey', 'LMP Simmons', 'KA Pollard', 'RG Sharma']","['Ankit Sharma', 'DS Kulkarni', 'JP Faulkner', 'KK Cooper', 'STR Binny', 'R Bhatia']",44.0,69,66,23,65
893,30,2,2014,10,8,"['KK Nair', 'UBT Chand', 'SR Watson', 'SV Samson', 'KK Cooper', 'Ankit Sharma', 'STR Binny', 'BJ Hodge', 'JP Faulkner', 'R Bhatia']","['JJ Bumrah', 'K Santokie', 'PP Ojha', 'KA Pollard', 'Harbhajan Singh', 'S Gopal']",50.0,55,139,78,101
894,29,1,2014,13,14,"['CH Gayle', 'PA Patel', 'V Kohli', 'Yuvraj Singh', 'AB de Villiers', 'S Rana', 'MA Starc']","['B Kumar', 'DW Steyn', 'Parvez Rasool', 'KV Sharma', 'Y Venugopal Rao', 'IK Pathan', 'DJG Sammy']",27.0,24,92,27,67
895,29,2,2014,14,13,"['S Dhawan', 'DA Warner', 'NV Ojha', 'AJ Finch', 'DJG Sammy']","['M Muralitharan', 'MA Starc', 'VR Aaron', 'AN Ahmed', 'YS Chahal', 'Yuvraj Singh']",54.0,110,25,99,122
896,8,1,2014,0,7,"['DR Smith', 'BB McCullum', 'SK Raina', 'F du Plessis', 'MS Dhoni', 'RA Jadeja']","['Shakib Al Hasan', 'PJ Cummins', 'UT Yadav', 'SP Narine', 'PP Chawla']",36.0,32,14,172,152
897,8,2,2014,7,0,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'Shakib Al Hasan']","['BW Hilfenhaus', 'IC Pandey', 'MM Sharma', 'R Ashwin', 'RA Jadeja', 'SK Raina']",53.0,106,36,33,78
898,27,1,2014,5,8,"['V Sehwag', 'M Vohra', 'SE Marsh', 'GJ Maxwell', 'GJ Bailey', 'WP Saha', 'AR Patel', 'R Dhawan', 'BE Hendricks', 'Shivam Sharma']","['P Kumar', 'K Santokie', 'JJ Bumrah', 'PP Ojha', 'S Gopal']",50.0,135,73,124,101
899,27,2,2014,8,5,"['LMP Simmons', 'MEK Hussey', 'AT Rayudu', 'RG Sharma', 'KA Pollard']","['Sandeep Sharma', 'BE Hendricks', 'AR Patel', 'R Dhawan', 'Shivam Sharma']",69.0,61,76,171,40
900,13,1,2014,0,14,"['DR Smith', 'F du Plessis', 'SK Raina', 'DJ Hussey', 'MS Dhoni']","['B Kumar', 'DW Steyn', 'KV Sharma', 'Parvez Rasool', 'IK Pathan', 'DJG Sammy']",60.0,32,34,27,67
901,13,2,2014,14,0,"['DA Warner', 'S Dhawan', 'NV Ojha', 'AJ Finch', 'DJG Sammy', 'Y Venugopal Rao']","['MM Sharma', 'R Ashwin', 'JW Hastings', 'RA Jadeja', 'P Negi', 'SK Raina']",65.0,26,113,111,158
902,8,1,2014,7,13,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'YK Pathan', 'Shakib Al Hasan', 'RN ten Doeschate']","['MA Starc', 'AB Dinda', 'AN Ahmed', 'M Muralitharan', 'Yuvraj Singh', 'YS Chahal']",48.0,106,36,103,12
903,8,2,2014,13,7,"['CH Gayle', 'YV Takawale', 'V Kohli', 'Yuvraj Singh', 'AB de Villiers', 'S Rana', 'MA Starc']","['M Morkel', 'UT Yadav', 'SP Narine', 'R Vinay Kumar', 'Shakib Al Hasan']",37.0,24,150,98,206
904,40,1,2014,8,3,"['LMP Simmons', 'MEK Hussey', 'RG Sharma', 'KA Pollard', 'AT Rayudu', 'AP Tare', 'Harbhajan Singh', 'S Gopal', 'M de Lange', 'PP Ojha', 'JJ Bumrah']","['WD Parnell', 'S Kaul', 'JD Unadkat', 'S Nadeem', 'JP Duminy', 'Imran Tahir']",72.0,61,76,188,174
905,40,2,2014,3,8,"['M Vijay', 'KP Pietersen', 'KD Karthik', 'MK Tiwary', 'JP Duminy', 'KM Jadhav']","['JJ Bumrah', 'M de Lange', 'PP Ojha', 'S Gopal', 'Harbhajan Singh', 'KA Pollard']",48.0,64,63,78,121
906,27,1,2014,5,10,"['V Sehwag', 'M Vohra', 'SE Marsh', 'WP Saha', 'DA Miller', 'GJ Bailey']","['VS Malik', 'SR Watson', 'JP Faulkner', 'KK Cooper', 'R Tewatia', 'PV Tambe']",55.0,135,73,187,191
907,27,2,2014,10,5,"['AM Rahane', 'KK Nair', 'SV Samson', 'SR Watson', 'STR Binny', 'R Tewatia', 'BJ Hodge', 'JP Faulkner', 'KK Cooper', 'VS Malik']","['L Balaji', 'BE Hendricks', 'R Dhawan', 'AR Patel', 'Karanveer Singh']",46.0,11,61,95,40
908,15,1,2014,13,0,"['RR Rossouw', 'YV Takawale', 'VH Zol', 'V Kohli', 'Yuvraj Singh', 'AB de Villiers', 'S Rana', 'MA Starc']","['A Nehra', 'S Badree', 'R Ashwin', 'MM Sharma', 'SK Raina', 'RA Jadeja']",34.0,103,150,4,172
909,15,2,2014,0,13,"['DR Smith', 'F du Plessis', 'SK Raina', 'MS Dhoni']","['SB Jakati', 'R Rampaul', 'MA Starc', 'YS Chahal', 'S Rana', 'Yuvraj Singh']",65.0,32,34,157,161
910,8,1,2014,14,7,"['DA Warner', 'NV Ojha', 'S Dhawan', 'Y Venugopal Rao', 'DJG Sammy', 'S Anirudha', 'JO Holder', 'KV Sharma']","['M Morkel', 'R Vinay Kumar', 'SP Narine', 'UT Yadav', 'RN ten Doeschate', 'Shakib Al Hasan']",63.0,26,90,98,163
911,8,2,2014,7,14,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'YK Pathan', 'RN ten Doeschate', 'Shakib Al Hasan', 'SA Yadav']","['B Kumar', 'DW Steyn', 'JO Holder', 'KV Sharma', 'Parvez Rasool']",52.0,106,36,27,67
912,40,1,2014,10,8,"['SR Watson', 'SV Samson', 'KK Nair', 'BJ Hodge', 'JP Faulkner']","['CJ Anderson', 'JJ Bumrah', 'PP Ojha', 'Harbhajan Singh', 'S Gopal', 'KA Pollard']",37.0,122,132,38,90
913,40,2,2014,8,10,"['LMP Simmons', 'MEK Hussey', 'CJ Anderson', 'KA Pollard', 'RG Sharma', 'AT Rayudu', 'AP Tare']","['JP Faulkner', 'DS Kulkarni', 'SR Watson', 'KK Cooper', 'PV Tambe']",74.0,61,76,82,65
914,27,1,2014,3,5,"['KP Pietersen', 'MA Agarwal', 'KD Karthik', 'KM Jadhav', 'MK Tiwary', 'JP Duminy', 'JDS Neesham', 'S Nadeem', 'Mohammed Shami', 'Imran Tahir', 'JD Unadkat']","['P Awana', 'AR Patel', 'MG Johnson', 'Karanveer Singh', 'R Dhawan']",45.0,57,74,123,22
915,27,2,2014,5,3,"['V Sehwag', 'M Vohra', 'GJ Maxwell', 'DA Miller', 'GJ Bailey']","['Mohammed Shami', 'JD Unadkat', 'JDS Neesham', 'JP Duminy', 'Imran Tahir', 'S Nadeem']",55.0,135,73,115,86
916,8,1,2014,7,5,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'YK Pathan', 'Shakib Al Hasan', 'SA Yadav', 'RN ten Doeschate', 'PP Chawla']","['P Awana', 'MG Johnson', 'AR Patel', 'R Dhawan', 'Karanveer Singh']",58.0,106,36,123,125
917,8,2,2014,5,7,"['V Sehwag', 'M Vohra', 'WP Saha', 'GJ Maxwell', 'DA Miller', 'GJ Bailey', 'AR Patel', 'R Dhawan', 'MG Johnson', 'Karanveer Singh']","['M Morkel', 'UT Yadav', 'SP Narine', 'Shakib Al Hasan', 'PP Chawla']",49.0,135,73,98,206
918,2,1,2014,8,0,"['LMP Simmons', 'MEK Hussey', 'CJ Anderson', 'RG Sharma', 'KA Pollard', 'AT Rayudu', 'AP Tare', 'P Kumar', 'Harbhajan Singh', 'PP Ojha']","['A Nehra', 'IC Pandey', 'MM Sharma', 'R Ashwin', 'RA Jadeja', 'SK Raina']",55.0,61,76,4,78
919,2,2,2014,0,8,"['DR Smith', 'F du Plessis', 'SK Raina', 'BB McCullum', 'DJ Hussey']","['P Kumar', 'CJ Anderson', 'JJ Bumrah', 'Harbhajan Singh', 'PP Ojha', 'KA Pollard']",62.0,32,34,124,47
920,40,1,2014,5,0,"['V Sehwag', 'M Vohra', 'GJ Maxwell', 'DA Miller', 'GJ Bailey', 'WP Saha', 'MG Johnson']","['A Nehra', 'IC Pandey', 'MM Sharma', 'R Ashwin', 'RA Jadeja']",73.0,135,73,4,78
921,40,2,2014,0,5,"['DR Smith', 'F du Plessis', 'SK Raina', 'BB McCullum', 'RA Jadeja', 'DJ Hussey', 'MS Dhoni', 'R Ashwin', 'MM Sharma']","['MG Johnson', 'Sandeep Sharma', 'P Awana', 'Karanveer Singh', 'GJ Maxwell', 'AR Patel']",106.0,32,34,107,194
922,15,1,2014,5,7,"['V Sehwag', 'M Vohra', 'GJ Bailey', 'WP Saha', 'GJ Maxwell', 'DA Miller']","['M Morkel', 'UT Yadav', 'SP Narine', 'Shakib Al Hasan', 'PP Chawla']",33.0,135,73,98,206
923,15,2,2014,7,5,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'YK Pathan', 'Shakib Al Hasan', 'RN ten Doeschate', 'SA Yadav', 'PP Chawla', 'SP Narine']","['MG Johnson', 'L Balaji', 'P Awana', 'Karanveer Singh', 'AR Patel']",61.0,106,36,107,114
924,20,1,2015,5,7,"['M Vijay', 'WP Saha', 'V Sehwag', 'GJ Maxwell', 'GJ Bailey', 'NLTC Perera', 'Gurkeerat Singh', 'AR Patel', 'MG Johnson', 'Anureet Singh']","['UT Yadav', 'M Morkel', 'AD Russell', 'SP Narine', 'PP Chawla']",49.0,64,147,183,117
925,20,2,2015,7,5,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'SA Yadav', 'YK Pathan', 'RN ten Doeschate', 'AD Russell', 'PP Chawla']","['Sandeep Sharma', 'Anureet Singh', 'MG Johnson', 'NLTC Perera', 'AR Patel']",54.0,106,36,171,27
926,30,1,2015,0,10,"['DR Smith', 'BB McCullum', 'SK Raina', 'F du Plessis', 'DJ Bravo', 'MS Dhoni']","['Ankit Sharma', 'CH Morris', 'PV Tambe', 'DJ Hooda', 'JP Faulkner', 'STR Binny', 'SR Watson']",39.0,32,14,23,46
927,30,2,2015,10,0,"['AM Rahane', 'SR Watson', 'SPD Smith', 'KK Nair']","['IC Pandey', 'A Nehra', 'MM Sharma', 'RA Jadeja', 'R Ashwin', 'DJ Bravo']",47.0,11,128,67,5
928,15,1,2015,8,13,"['LMP Simmons', 'PA Patel', 'UBT Chand', 'RG Sharma', 'KA Pollard', 'AT Rayudu', 'HH Pandya', 'Harbhajan Singh']","['Iqbal Abdulla', 'VR Aaron', 'AN Ahmed', 'D Wiese', 'YS Chahal']",56.0,61,92,69,208
929,15,2,2015,13,8,"['CH Gayle', 'MS Bisla', 'V Kohli', 'KD Karthik', 'AB de Villiers', 'RR Rossouw', 'D Wiese', 'Iqbal Abdulla', 'AN Ahmed']","['MJ McClenaghan', 'SL Malinga', 'Harbhajan Singh', 'JJ Bumrah', 'HH Pandya', 'KA Pollard']",40.0,24,85,108,184
930,9,1,2015,3,7,"['MA Agarwal', 'SS Iyer', 'JP Duminy', 'MK Tiwary', 'Yuvraj Singh', 'AD Mathews', 'KM Jadhav', 'NM Coulter-Nile', 'A Mishra']","['UT Yadav', 'M Morkel', 'SP Narine', 'AD Russell', 'PP Chawla', 'YK Pathan']",37.0,66,129,183,117
931,9,2,2015,7,3,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'SA Yadav', 'YK Pathan', 'RN ten Doeschate']","['DJ Muthuswami', 'NM Coulter-Nile', 'AD Mathews', 'Imran Tahir', 'JP Duminy', 'A Mishra']",54.0,106,36,45,146
932,30,1,2015,10,5,"['AM Rahane', 'SR Watson', 'DJ Hooda', 'SPD Smith', 'KK Nair', 'JP Faulkner', 'STR Binny', 'SV Samson']","['Sandeep Sharma', 'Anureet Singh', 'MG Johnson', 'AR Patel', 'Shivam Sharma', 'GJ Maxwell']",47.0,11,128,171,27
933,30,2,2015,5,10,"['M Vijay', 'V Sehwag', 'SE Marsh', 'GJ Maxwell', 'DA Miller', 'WP Saha', 'AR Patel', 'MG Johnson']","['CH Morris', 'STR Binny', 'JP Faulkner', 'PV Tambe', 'R Tewatia', 'DJ Hooda', 'SR Watson']",41.0,64,142,37,192
936,6,1,2015,14,7,"['S Dhawan', 'DA Warner', 'RS Bopara', 'NV Ojha', 'MC Henriques', 'KL Rahul']","['J Botha', 'M Morkel', 'SP Narine', 'YK Pathan', 'UT Yadav', 'PP Chawla', 'AD Russell']",45.0,110,25,70,117
937,6,2,2015,7,14,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'AD Russell', 'YK Pathan', 'SA Yadav']","['DW Steyn', 'B Kumar', 'P Kumar', 'KV Sharma', 'MC Henriques', 'Bipul Sharma', 'RS Bopara']",52.0,106,36,55,32
938,15,1,2015,0,13,"['DR Smith', 'BB McCullum', 'SK Raina', 'MS Dhoni', 'RA Jadeja', 'F du Plessis', 'DJ Bravo', 'R Ashwin', 'MM Sharma', 'A Nehra']","['MA Starc', 'YS Chahal', 'HV Patel', 'D Wiese', 'Iqbal Abdulla']",51.0,32,14,103,218
939,15,2,2015,13,0,"['MS Bisla', 'RR Rossouw', 'V Kohli', 'KD Karthik', 'AB de Villiers', 'SN Khan', 'D Wiese', 'HV Patel', 'MA Starc']","['IC Pandey', 'A Nehra', 'MM Sharma', 'R Ashwin', 'RA Jadeja', 'DJ Bravo']",39.0,76,106,67,5
940,9,1,2015,3,8,"['MA Agarwal', 'SS Iyer', 'JP Duminy', 'AD Mathews', 'Yuvraj Singh', 'KM Jadhav']","['MJ McClenaghan', 'SL Malinga', 'JJ Bumrah', 'Harbhajan Singh', 'HH Pandya', 'KA Pollard']",49.0,66,129,108,184
941,9,2,2015,8,3,"['LMP Simmons', 'PA Patel', 'UBT Chand', 'RG Sharma', 'KA Pollard', 'AT Rayudu', 'HH Pandya', 'MJ McClenaghan', 'SL Malinga', 'Harbhajan Singh']","['NM Coulter-Nile', 'DJ Muthuswami', 'JP Duminy', 'AD Mathews', 'A Mishra', 'S Nadeem', 'Imran Tahir']",51.0,61,92,122,58
942,30,1,2015,10,13,"['AM Rahane', 'SR Watson', 'KK Nair', 'SPD Smith', 'DJ Hooda', 'SV Samson', 'STR Binny', 'JP Faulkner', 'CH Morris', 'DS Kulkarni', 'PV Tambe']","['MA Starc', 'Iqbal Abdulla', 'HV Patel', 'YS Chahal', 'D Wiese', 'V Kohli']",50.0,11,128,103,80
943,30,2,2015,13,10,"['CH Gayle', 'V Kohli', 'AB de Villiers']","['CH Morris', 'DS Kulkarni', 'SR Watson', 'JP Faulkner', 'PV Tambe', 'DJ Hooda']",54.0,24,141,37,65
944,8,1,2015,8,7,"['RG Sharma', 'AJ Finch', 'AP Tare', 'AT Rayudu', 'CJ Anderson']","['UT Yadav', 'M Morkel', 'Shakib Al Hasan', 'SP Narine', 'AD Russell', 'PP Chawla']",39.0,99,6,183,117
945,8,2,2015,7,8,"['RV Uthappa', 'G Gambhir', 'MK Pandey', 'SA Yadav', 'YK Pathan']","['SL Malinga', 'R Vinay Kumar', 'CJ Anderson', 'JJ Bumrah', 'PP Ojha', 'Harbhajan Singh']",41.0,106,36,161,163
946,18,1,2015,0,3,"['DR Smith', 'BB McCullum', 'SK Raina', 'F du Plessis', 'RA Jadeja', 'MS Dhoni', 'DJ Bravo', 'R Ashwin', 'MM Sharma']","['JA Morkel', 'NM Coulter-Nile', 'DJ Muthuswami', 'Imran Tahir', 'A Mishra', 'JP Duminy']",71.0,32,14,72,146
947,18,2,2015,3,0,"['MA Agarwal', 'CM Gautam', 'JA Morkel', 'SS Iyer', 'KM Jadhav', 'Yuvraj Singh', 'JP Duminy', 'NM Coulter-Nile', 'A Mishra', 'Imran Tahir']","['A Nehra', 'MM Sharma', 'IC Pandey', 'R Ashwin', 'DJ Bravo']",41.0,66,23,4,130
